Partido,Escolaridad,Tipo de Propuesta,Estatus
0,Carerra Trunca,de Grupo,Pendiente
0,Carerra Trunca,de Grupo,Pendiente
0,Carerra Trunca,de Grupo,Pendiente
0,Carerra Trunca,de Grupo,Pendiente
0,Carerra Trunca,de Grupo,Aprobada
0,Carerra Trunca,Iniciante,Pendiente
0,Carerra Trunca,Iniciante,Pendiente
0,Carerra Trunca,Iniciante,Pendiente
0,Carerra Trunca,Iniciante,Pendiente
0,Carerra Trunca,Iniciante,Pendiente
0,Carerra Trunca,Iniciante,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Carerra Trunca,Adherente,Pendiente
0,Doctorado,Grupo Parlamentario,Pendiente
0,Doctorado,de Grupo,Aprobada
0,Doctorado,de Grupo,Pendiente
0,Doctorado,de Grupo,Pendiente
0,Doctorado,de Grupo,Pendiente
0,Doctorado,de Grupo,Pendiente
0,Doctorado,Iniciante,Aprobada
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Iniciante,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Doctorado,Adherente,Pendiente
0,Licenciatura,Grupo Parlamentario,Aprobada
0,Licenciatura,Grupo Parlamentario,Pendiente
0,Licenciatura,Grupo Parlamentario,Pendiente
0,Licenciatura,Grupo Parlamentario,Pendiente
0,Licenciatura,Grupo Parlamentario,Pendiente
0,Licenciatura,Grupo Parlamentario,Pendiente
0,Licenciatura,Grupo Parlamentario,Pendiente
0,Licenciatura,Grupo Parlamentario,Pendiente
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Aprobada
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,de Grupo,Pendiente
0,Licenciatura,Iniciante,Aprobada
0,Licenciatura,Iniciante,Aprobada
0,Licenciatura,Iniciante,Aprobada
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Iniciante,Pendiente
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Aprobada
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Licenciatura,Adherente,Pendiente
0,Maestria ,Grupo Parlamentario,Pendiente
0,Maestria ,Grupo Parlamentario,Pendiente
0,Maestria ,Grupo Parlamentario,Pendiente
0,Maestria ,Grupo Parlamentario,Pendiente
0,Maestria ,Grupo Parlamentario,Pendiente
0,Maestria ,de Grupo,Aprobada
0,Maestria ,de Grupo,Aprobada
0,Maestria ,de Grupo,Aprobada
0,Maestria ,de Grupo,Aprobada
0,Maestria ,de Grupo,Aprobada
0,Maestria ,de Grupo,Aprobada
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,de Grupo,Pendiente
0,Maestria ,Iniciante,Aprobada
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Iniciante,Pendiente
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Aprobada
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Maestria ,Adherente,Pendiente
0,Sin registros,Grupo Parlamentario,Aprobada
0,Sin registros,de Grupo,Aprobada
0,Sin registros,de Grupo,Aprobada
0,Sin registros,de Grupo,Aprobada
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,de Grupo,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Iniciante,Pendiente
0,Sin registros,Adherente,Aprobada
0,Sin registros,Adherente,Aprobada
0,Sin registros,Adherente,Aprobada
0,Sin registros,Adherente,Aprobada
0,Sin registros,Adherente,Aprobada
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
0,Sin registros,Adherente,Pendiente
